"2007/02/06","11:00","CHF","L","Foreign Currency Reserves"
"2007/02/06","13:00","EUR","L","Retail Sales m/m"
"2007/02/06","14:00","EUR","M","German Factory Orders m/m"
"2007/02/06","14:00","GBP","M","BRC Retail Sales Monitor y/y"
"2007/02/06","16:30","CAD","M","Building Permits m/m"
"2007/02/06","18:00","USD","L","JOLTS Job Openings"
"2007/02/06","20:00","CAD","M","Gov Council Member Longworth Speaks"
"2007/02/07","01:00","USD","M","Fed Chairman Bernanke Speaks"
"2007/02/07","01:30","AUD","H","Cash Rate"
"2007/02/07","01:30","AUD","L","AIG Construction Index"
"2007/02/07","03:01","GBP","L","Nationwide Consumer Confidence"
"2007/02/07","04:59","NZD","L","ANZ Commodity Prices m/m"
"2007/02/07","05:00","NZD","L","ANZ Commodity Prices m/m"
"2007/02/07","09:45","CHF","L","Unemployment Rate"
"2007/02/07","10:45","EUR","L","French Gov Budget Balance"
"2007/02/07","12:30","GBP","H","Manufacturing Production m/m"
"2007/02/07","12:30","GBP","L","Industrial Production m/m"
"2007/02/07","13:30","GBP","L","BRC Shop Price Index y/y"
"2007/02/07","14:00","EUR","M","German Industrial Production m/m"
"2007/02/07","16:30","USD","M","Prelim Nonfarm Productivity q/q"
"2007/02/07","16:30","USD","M","Prelim Unit Labor Costs q/q"
"2007/02/07","18:30","USD","L","Crude Oil Inventories"
"2007/02/07","21:00","USD","M","10-y Bond Auction"
"2007/02/07","23:00","USD","L","Consumer Credit m/m"
"2007/02/08","00:45","NZD","H","Employment Change q/q"
"2007/02/08","00:45","NZD","H","Unemployment Rate"
"2007/02/08","02:50","JPY","L","Bank Lending y/y"
"2007/02/08","02:50","JPY","L","M2 Money Stock y/y"
"2007/02/08","03:01","GBP","L","NIESR GDP Estimate"
"2007/02/08","03:30","AUD","H","Employment Change"
"2007/02/08","03:30","AUD","M","Unemployment Rate"
"2007/02/08","09:00","JPY","L","Prelim Machine Tool Orders y/y"
"2007/02/08","09:45","CHF","H","CPI m/m"
"2007/02/08","09:45","CHF","M","SECO Consumer Climate"
"2007/02/08","10:00","EUR","L","German Trade Balance"
"2007/02/08","10:00","JPY","L","Economy Watchers Sentiment"
"2007/02/08","11:00","GBP","H","Halifax HPI m/m"
"2007/02/08","15:00","GBP","H","Official Bank Rate"
"2007/02/08","15:45","EUR","M","Minimum Bid Rate"
"2007/02/08","16:15","CAD","H","Housing Starts"
"2007/02/08","16:30","CAD","L","NHPI m/m"
"2007/02/08","16:30","EUR","H","ECB Press Conference"
"2007/02/08","16:30","USD","L","Unemployment Claims"
"2007/02/08","18:00","USD","L","Final Wholesale Inventories m/m"
"2007/02/08","18:30","USD","L","Natural Gas Storage"
"2007/02/08","21:00","USD","L","30-y Bond Auction"
"2007/02/09","02:50","JPY","M","Core Machinery Orders m/m"
"2007/02/09","03:30","AUD","M","Home Loans m/m"
"2007/02/09","10:00","EUR","L","German WPI m/m"
"2007/02/09","10:45","EUR","L","French Trade Balance"
"2007/02/09","10:45","EUR","M","French Industrial Production m/m"
"2007/02/09","12:00","EUR","L","Italian Industrial Production m/m"
"2007/02/09","12:30","GBP","H","Goods Trade Balance"
"2007/02/09","15:00","CAD","H","Employment Change"
"2007/02/09","15:00","CAD","H","Unemployment Rate"
"2007/02/12","03:30","AUD","H","RBA Monetary Policy Statement"
"2007/02/12","06:10","CNY","H","USD-Denominated Trade Balance"
"2007/02/12","12:30","GBP","H","PPI Input m/m"
"2007/02/12","12:30","GBP","L","ONS HPI y/y"
"2007/02/12","12:30","GBP","L","PPI Output m/m"
"2007/02/12","18:30","GBP","L","CB Leading Index m/m"
"2007/02/12","22:00","USD","M","Federal Budget Balance"
"2007/02/13","00:45","NZD","H","PPI Input q/q"
"2007/02/13","00:45","NZD","L","PPI Output q/q"
"2007/02/13","02:50","JPY","L","PPI y/y"
"2007/02/13","03:30","AUD","L","NAB Business Confidence"
"2007/02/13","05:00","CNY","M","PPI y/y"
"2007/02/13","08:00","JPY","L","Consumer Confidence"
"2007/02/13","10:00","EUR","H","German Prelim GDP q/q"
"2007/02/13","10:45","EUR","L","French Prelim GDP q/q"
"2007/02/13","11:00","EUR","L","Spanish Flash GDP q/q"
"2007/02/13","12:00","EUR","L","Italian Prelim GDP q/q"
"2007/02/13","12:30","GBP","H","CPI y/y"
"2007/02/13","12:30","GBP","M","Core CPI y/y"
"2007/02/13","12:30","GBP","M","RPI y/y"
"2007/02/13","13:00","EUR","L","ZEW Economic Sentiment"
"2007/02/13","13:00","EUR","M","Flash GDP q/q"
"2007/02/13","13:00","EUR","M","German ZEW Economic Sentiment"
"2007/02/13","13:00","EUR","M","Industrial Production m/m"
"2007/02/13","15:30","USD","L","NFIB Small Business Index"
"2007/02/13","16:30","CAD","M","Trade Balance"
"2007/02/13","16:30","USD","H","Trade Balance"
